,tid,uid,lon,lat,distance,id_location
0,5731,41,115.9736966,39.6394349,483.9097371520084,2391264902.0
1,5732,41,115.9610883,39.6389966,261.23885973518185,2391264902.0
0,5731,41,116.0710883,39.7163383,289.8533973437869,5315328150.0
1,5732,41,116.08285990000002,39.7167683,665.72059281383,5315328150.0
2,5733,41,116.0769583,39.7163466,652.6674622551387,5315328150.0
3,5734,41,116.0771583,39.7162533,701.4377456513372,5315328150.0
0,5731,41,116.0484649,39.7111683,14.85681648883972,5315328169.0
1,5733,41,116.0459166,39.7115249,55.829971504109984,5315328169.0
2,5734,41,116.0458683,39.7113699,39.238764925236715,5315328169.0
0,5733,41,116.0253316,39.7061616,68.88022379457422,5315328188.0
1,5734,41,116.0252199,39.7059499,42.10382537685946,5315328188.0
0,5731,41,116.06491,39.7141399,63.457541586583844,5402953665.0
1,5732,41,116.08285990000002,39.7173316,794.0959025042257,5402953665.0
2,5733,41,116.0648266,39.7142583,55.06623069132911,5402953665.0
3,5734,41,116.0647233,39.7142633,40.44668185100363,5402953665.0
0,5731,41,116.1296966,39.7190616,19.07636703588914,5430390454.0
0,5731,41,116.0855066,39.725948200000005,123.70498140118885,5779155490.0
0,5733,41,116.0019799,39.70133,38.55106543073503,7796839024.0
1,5734,41,116.0020199,39.7011732,17.323219067181917,7796839024.0
0,5733,41,115.99115659999998,39.69836,33.71582411831978,7796853448.0
1,5734,41,115.9912316,39.6982083,24.311744306051,7796853448.0
0,5731,41,116.1407533,39.7218799,192.19289273135556,8073272033.0
0,5731,41,116.11140659999998,39.726075,786.0785995685458,8073272034.0
1,5734,41,116.11173829999998,39.7264083,792.3144819198045,8073272034.0
0,5732,41,116.0273866,39.599745,308.411334951343,8363785413.0
0,5731,41,116.1239366,39.7266866,240.61471303433956,671750517.0
1,5734,41,116.1239416,39.7344866,563.3573622867924,671750517.0
0,5732,41,116.02755829999998,39.599745,433.5437332567465,834360016.0
0,5731,41,116.1049249,39.72404829999999,265.2922728635882,834537463.0
1,5734,41,116.1053816,39.724061600000006,62.72055701898021,834537463.0
0,5731,41,116.1280383,39.7253316,36.49995905171092,911533286.0
1,5734,41,116.1282566,39.7370516,782.7733951170694,911533286.0
0,5274,39,116.07941,40.271162,234.132877729467,7798843654.0
0,5274,39,116.116561,40.232819,573.2429512748881,7798847270.0
0,3885,25,116.1381233,40.24879489999999,350.45234799452356,832499646.0
0,3885,25,116.14112659999998,40.24879489999999,426.21283192897874,832499659.0
0,3885,25,116.14112659999998,40.24879489999999,407.8641495381482,832499660.0
0,3885,25,116.14112659999998,40.24879489999999,445.2964073781052,832499670.0
0,5274,39,116.125207,40.239173,72.21264691190818,852437808.0
0,5724,41,116.3165616,39.7224983,690.6463900936453,2351141827.0
0,5720,41,116.3074316,39.6648899,346.6957563085117,5428310397.0
1,5723,41,116.30738999999998,39.6727416,566.519383000539,5428310397.0
2,5724,41,116.3059133,39.6726399,563.9052618051269,5428310397.0
3,5726,41,116.3059349,39.6727033,561.1898065279432,5428310397.0
4,5727,41,116.3073116,39.6648983,353.07604577180234,5428310397.0
0,5720,41,116.3194716,39.6784349,471.5818411895771,5441516142.0
1,5723,41,116.3092766,39.6800983,573.1529786841718,5441516142.0
2,5724,41,116.30715159999998,39.6801216,577.2575393371435,5441516142.0
3,5726,41,116.3092933,39.6801599,572.8406823062994,5441516142.0
4,5727,41,116.3198216,39.67871160000001,486.8802124092141,5441516142.0
0,5724,41,116.3165783,39.7395783,128.82038857715253,6072250097.0
